timestamp,open,high,low,close,adjusted_close,volume,forecast_high_5
9/13/2016,41.81,41.96,40.6,41.11,40.1614,11877326,41.63
9/12/2016,41.6,42.735,41.52,42.4,41.4216,6986444,41.855
9/9/2016,43.72,43.76,41.95,41.95,40.982,9519967,41.349
9/8/2016,43.92,44.35,43.48,44.12,43.1019,6212635,42.12
9/7/2016,43.7,43.98,43.195,43.57,42.5646,5173019,41.73
9/6/2016,43.53,43.9,43.13,43.73,42.7209,6003051,41.96
9/2/2016,43.46,44.09,43.29,43.32,42.3204,5994008,42.735
9/1/2016,43.01,43.29,42.57,43.22,42.048,5274421,43.76
8/31/2016,43.9,44.28,42.65,43.01,41.8437,9659955,44.35
8/30/2016,44.74,45.19,43.88,44.07,42.8749,8193785,43.98
8/29/2016,44.37,45.02,44.35,44.74,43.5268,4474209,43.9
8/26/2016,44.65,45.27,44.36,44.56,43.3517,5249683,44.09
8/25/2016,44.51,44.7899,44.15,44.57,43.3614,4098904,43.29
8/24/2016,44.58,45.16,44.14,44.35,43.1474,6439870,44.28
