timestamp,open,high,low,close,adjusted close,volume,dividend amount
2012-01-31,26.5500,29.9500,26.3900,29.5300,25.1468,1354858100,0.0000
2011-12-30,25.5600,26.1900,25.1600,25.9600,22.1067,1007166600,0.0000
2011-11-30,26.1900,27.2000,24.3000,25.5800,21.7831,1046207400,0.2000
2011-10-31,24.7200,27.5000,24.2600,26.6300,22.5089,1218142500,0.0000
2011-09-30,26.4600,27.5000,24.6000,24.8900,21.0382,1279920200,0.0000
2011-08-31,27.5100,27.6850,23.7900,26.6000,22.4836,1719339500,0.1600
2011-07-29,25.9300,28.1450,25.8400,27.4000,23.0145,1259328200,0.0000
2011-06-30,24.9900,26.0000,23.6500,26.0000,21.8386,1297757600,0.0000
2011-05-31,25.9400,26.2500,24.0300,25.0100,21.0070,1364062800,0.1600
2011-04-29,25.5300,26.8700,24.7200,25.9200,21.6303,1313844800,0.0000
2011-03-31,26.6000,26.7800,24.6800,25.3900,21.1880,1310885200,0.0000
2011-02-28,27.8000,28.3400,26.4300,26.5800,22.1810,1114368500,0.1600
2011-01-31,28.0500,29.4600,27.4200,27.7250,23.0000,1361258700,0.0000
2010-12-31,25.5700,28.4000,25.5600,27.9100,23.1535,1033710000,0.0000
2010-11-30,26.8800,27.4900,24.9300,25.2575,20.9530,1361176300,0.1600
2010-10-29,24.4900,27.2000,23.7800,26.6650,21.9844,1281432800,0.0000
2010-09-30,23.6700,25.5300,23.5400,24.4900,20.1912,1273139500,0.0000
2010-08-31,25.9900,26.3800,23.3200,23.4650,19.3461,1279372100,0.1300
2010-07-30,23.0900,26.4100,22.7300,25.8100,21.1681,1408590600,0.0000
2010-06-30,25.5300,26.9300,22.9500,23.0100,18.8717,1671811600,0.0000
2010-05-28,30.6700,31.0606,24.5600,25.8000,21.1599,1720130200,0.1300
2010-04-30,29.3500,31.5800,28.6200,30.5350,24.9300,1319029500,0.0000
2010-03-31,28.7700,30.5700,28.2400,29.2875,23.9115,1110237200,0.0000
2010-02-26,28.3900,29.0300,27.5700,28.6700,23.4073,1074643300,0.1300
2010-01-29,30.6200,31.2400,27.6600,28.1800,22.9023,1359650900,0.0000
2009-12-31,29.5200,31.5000,29.2500,30.4800,24.7715,920605500,0.0000
2009-11-30,27.7000,30.1400,27.4100,29.4100,23.9019,1018256700,0.1300
2009-10-30,25.4050,29.3500,24.4300,27.7300,22.4393,1523430100,0.0000
2009-09-30,24.3500,26.2500,23.7600,25.7200,20.8128,1038979700,0.0000
2009-08-31,23.8200,25.4900,23.0300,24.6500,19.9469,993250400,0.1300
2009-07-31,24.0500,25.7200,22.0000,23.5200,18.9282,1517459800,0.0000
2009-06-30,21.0000,24.3400,20.8600,23.7700,19.1294,1411144700,0.0000
2009-05-29,20.1900,20.9400,19.0100,20.8900,16.8116,1101122400,0.1300
2009-04-30,18.2300,21.2000,18.1800,20.2600,16.2009,1562400700,0.0000
2009-03-31,16.0350,18.8800,14.8700,18.3700,14.6896,1625752800,0.0000
2009-02-27,17.0100,19.9300,16.1000,16.1500,12.9144,1456213400,0.1300
2009-01-30,19.5328,21.0000,16.7500,17.1000,13.5765,1564043400,0.0000
2008-12-31,19.8750,21.2500,18.4700,19.4400,15.4343,1546943400,0.0000
2008-11-28,22.4800,23.6600,17.5000,20.2200,16.0536,1794911800,0.1300
2008-10-31,26.3800,27.4700,20.6500,22.3300,17.6121,3044579400,0.0000
2008-09-30,27.6650,27.7600,23.5000,26.6900,21.0509,1927538700,0.0000
2008-08-29,25.9500,28.5000,25.0700,27.2900,21.5242,1206949700,0.1100
2008-07-31,27.2200,27.9100,24.8700,25.7200,20.2045,1579425446,0.0000
2008-06-30,28.2400,29.5700,27.1100,27.5100,21.6107,1560439100,0.0000
2008-05-30,28.4800,30.5300,27.9500,28.3200,22.2470,1405170200,0.1100
2008-04-30,28.8300,32.1000,27.9300,28.5200,22.3216,1444720000,0.0000
2008-03-31,27.2400,29.5900,26.8700,28.3800,22.2121,1452390200,0.0000
2008-02-29,31.0600,33.2500,27.0200,27.1999,21.2884,2324580800,0.1100
2008-01-31,35.7900,35.9600,31.0400,32.6000,25.4157,1950301600,0.0000
2007-12-31,33.5000,36.7200,32.6300,35.6000,27.7545,1064817100,0.0000
2007-11-30,36.5300,37.5000,32.6800,33.6000,26.1953,1830846800,0.1100
2007-10-31,29.4600,37.0000,29.2900,36.8100,28.6066,1772076700,0.0000
2007-09-28,28.5000,29.8500,28.2700,29.4600,22.8946,1117419500,0.0000
2007-08-31,28.9700,30.1000,27.5100,28.7300,22.3273,1228579500,0.1000
2007-07-31,29.6700,31.8400,28.9500,28.9900,22.4499,1295548000,0.0000
2007-06-29,30.7900,30.9000,29.0400,29.4700,22.8216,1181412800,0.0000
2007-05-31,29.9400,31.1600,29.9000,30.6901,23.7665,1327154700,0.1000
2007-04-30,27.8900,30.7400,27.5600,29.9400,23.1108,958964900,0.0000
2007-03-30,27.8200,28.5500,26.6000,27.8700,21.5130,1269506500,0.0000
2007-02-28,30.8400,30.9400,27.7900,28.1700,21.7445,1290850900,0.1000
2007-01-31,29.9100,31.4800,29.4000,30.8600,23.7391,1324518200,0.0000
2006-12-29,29.2300,30.2600,28.8000,29.8600,22.9699,1137160900,0.0000
2006-11-30,28.7800,30.0001,28.5800,29.3600,22.5852,1239142000,0.1000
2006-10-31,27.3200,28.8501,27.1500,28.7100,22.0099,1290967400,0.0000
2006-09-29,25.8900,27.5200,25.3900,27.3500,20.9673,1097482600,0.0000
2006-08-31,24.0200,26.2501,23.8500,25.7000,19.7024,1134188400,0.0900
2006-07-31,23.5300,24.6000,22.2300,24.0600,18.3779,1332298100,0.0000
2006-06-30,22.7400,23.6500,21.4599,23.3000,17.7974,1971637200,0.0000
2006-05-31,24.3300,25.0000,22.4500,22.6500,17.3009,2309193400,0.0900
2006-04-28,27.6700,27.9410,24.0000,24.1500,18.3752,1446126900,0.0000
2006-03-31,26.9900,28.2200,26.6200,27.2100,20.7035,1437940900,0.0000
2006-02-28,27.9500,28.0700,26.3400,26.8700,20.4448,1047699000,0.0900
2006-01-31,26.2500,28.3800,26.1000,28.1500,21.3473,1388622700,0.0000
2005-12-30,27.7300,28.1010,26.1000,26.1500,19.8306,1271695500,0.0000
2005-11-30,25.6100,28.2500,25.6100,27.6800,20.9908,1444948300,0.0800
2005-10-31,25.7100,25.8000,24.2500,25.7000,19.4328,1439659900,0.0000
2005-09-30,27.3800,27.3900,25.1200,25.7300,19.4555,1348861500,0.0000
2005-08-31,25.8200,27.9400,25.7600,27.3800,20.7031,1441979300,0.0800
2005-07-29,24.8500,26.4800,24.5000,25.6100,19.3078,1321407700,0.0000
2005-06-30,25.7300,26.0000,24.8200,24.8400,18.7273,1303029500,0.0000
2005-05-31,25.2300,26.0900,24.3100,25.8000,19.4511,1270563700,0.0800
2005-04-29,24.2400,25.4500,23.9400,25.3000,19.0144,1520253700,0.0000
2005-03-31,25.2000,25.7900,23.8200,24.1700,18.1652,1541411300,0.0000
2005-02-28,26.2500,26.5000,25.1296,25.1600,18.9092,1361126000,0.0800
2005-01-31,26.8000,27.1000,25.6400,26.2800,19.6902,1521414300,0.0000
2004-12-31,26.9500,27.4400,26.6790,26.7200,20.0199,1803777700,0.0000
2004-11-30,28.1500,30.2000,24.8600,26.8100,20.0873,1739407300,3.0800
2004-10-29,27.8100,28.8900,27.4200,27.9700,18.8381,1300591200,0.0000
2004-09-30,27.2400,27.7900,26.7400,27.6500,18.6226,1141012300,0.0000
2004-08-31,28.2700,28.5500,25.9500,27.3000,18.3868,1094195300,0.0800
2004-07-30,28.6900,29.8900,27.2500,28.4900,19.1321,1550446900,0.0000
2004-06-30,26.1200,28.8000,25.8600,28.5600,19.1791,1534889700,0.0000
2004-05-28,26.2100,26.6000,25.4200,26.2300,17.6144,1141456900,0.0000
2004-04-30,24.9500,27.7200,24.8500,26.1300,17.5473,1558947800,0.0000
2004-03-31,26.6500,26.7200,24.0100,24.9300,16.7414,1703041000,0.0000
2004-02-27,27.6300,27.8000,26.3500,26.5300,17.8159,1032065600,0.0000
2004-01-30,27.5800,28.8300,27.2600,27.6500,18.5680,1232189000,0.0000
2003-12-31,25.9000,27.5500,25.5000,27.3700,18.3800,1476461300,0.0000
2003-11-28,26.3500,26.7500,24.8400,25.7100,17.2652,1442336700,0.0000
2003-10-31,28.0300,29.4600,25.9100,26.1400,17.5540,1400032500,0.1600
2003-09-30,26.7000,30.0000,26.4700,27.8000,18.5666,1253309100,0.0000
2003-08-29,26.3300,26.9500,25.4300,26.5200,17.7117,966506900,0.0000
2003-07-31,25.5900,27.8100,25.3900,26.4100,17.6382,1292011000,0.0000
2003-06-30,24.9800,26.5100,23.6000,25.6400,17.1240,1569995800,0.0000
2003-05-30,25.5400,26.5000,23.8900,24.6100,16.4361,1311003700,0.0000
2003-04-30,24.4600,26.4300,23.9500,25.5700,17.0772,1249617700,0.0000
2003-03-31,24.0200,26.8000,22.5500,24.2100,16.1689,1371902600,0.0000
2003-02-28,47.9300,49.1000,23.3000,23.7000,15.8283,910628150,0.0800
2003-01-31,52.3000,57.3200,47.0300,47.4600,15.7969,859331100,0.0000
2002-12-31,58.6500,58.9600,51.2600,51.7000,17.2081,634185100,0.0000
2002-11-29,52.4300,58.6400,51.9000,57.6800,19.1985,777998600,0.0000
2002-10-31,44.3200,54.0700,43.1900,53.4700,17.7973,1237685300,0.0000
2002-09-30,48.5200,51.1000,43.1100,43.7400,14.5587,847852900,0.0000
2002-08-30,47.5800,53.4500,43.8000,49.0800,16.3361,857878600,0.0000
2002-07-31,54.1200,54.9300,41.4100,47.9800,15.9699,1216094000,0.0000
2002-06-28,50.9900,56.4400,49.1700,54.7000,18.2067,917036500,0.0000
2002-05-31,52.1600,56.4400,48.3500,50.9100,16.9452,710133100,0.0000
2002-04-30,59.8300,60.4000,51.4400,52.2600,17.3945,708739700,0.0000
2002-03-28,59.0500,65.0000,58.3100,60.3100,20.0739,536622100,0.0000
2002-02-28,64.1500,64.5000,57.1500,58.3400,19.4182,565579600,0.0000
2002-01-31,66.6500,70.6200,61.3300,63.7100,21.2056,680057900,0.0000
2001-12-31,63.8300,69.8900,63.8000,66.2500,22.0510,488544500,0.0000
2001-11-30,60.0800,68.3400,59.6000,64.2100,21.3720,665484300,0.0000
2001-10-31,50.9400,63.6300,50.4100,58.1500,19.3550,875445500,0.0000
2001-09-28,57.1900,59.0800,47.5000,51.1700,17.0317,755412200,0.0000
2001-08-31,66.8000,67.5400,56.3000,57.0500,18.9888,576948200,0.0000
2001-07-31,72.0500,73.1500,64.2000,66.1900,22.0311,727600500,0.0000
2001-06-29,69.6000,76.1500,66.0100,73.0000,24.2977,724588900,0.0000
2001-05-31,67.6600,72.1500,67.2500,69.1800,23.0263,888652900,0.0000
2001-04-30,54.8100,71.1000,51.0600,67.7500,22.5503,1037903500,0.0000
2001-03-30,58.5600,61.1300,49.7500,54.6900,18.2033,947674900,0.0000
2001-02-28,60.8100,65.0600,53.8800,59.0000,19.6379,768447800,0.0000
2001-01-31,44.1300,64.7500,42.8800,61.0600,20.3236,1002765600,0.0000
2000-12-29,58.0600,60.6300,40.3100,43.3800,14.4388,1028334100,0.0000
2000-11-30,68.5000,72.3700,57.0000,57.3800,19.0987,991731300,0.0000
2000-10-31,60.5000,70.1200,48.4400,68.8700,22.9231,1234707800,0.0000
2000-09-29,70.0000,72.0600,58.6300,60.3100,20.0739,712766900,0.0000
2000-08-31,69.9400,74.8700,68.1200,69.8100,23.2360,609699900,0.0000
2000-07-31,79.6900,82.8700,67.2500,69.8100,23.2360,617092900,0.0000
2000-06-30,64.3700,82.1900,63.8100,80.0000,26.6276,733525100,0.0000
2000-05-31,72.8700,74.0000,60.3800,62.5600,20.8228,672215400,0.0000
2000-04-28,94.4400,96.5000,65.0000,69.7500,23.2160,1129073300,0.0000
2000-03-31,89.6200,115.0000,88.9400,106.2500,35.3648,1014093800,0.0000
2000-02-29,98.5000,110.0000,88.1200,89.3700,29.7464,667243800,0.0000
